Type,Source,Question,Reponse
Feedback,0,les animaux ont des besoins les cheveux trop long ou un manque de teinture c est superflu mais le bien être d un animal qui a besoin de se faire entretenir c est important et me semble aucunement dangeureux ,"Les établissements des secteurs économiques suivants pourront rouvrir : *   l’ensemble des secteurs de l’industrie de la construction; *   les commerces de détail (établissements avec un accès extérieur habituellement utilisé par la clientèle) ainsi que leur chaîne d’approvisionnement; *   les entreprises du secteur manufacturier. Pour connaître les dates et modalités encadrant ces réouvertures, consultez la page [Reprise graduelle des activités en lien avec les mesures de ralentissement de la C"
Feedback,0,monfils travaille a l'hôpital  service covit19 peut il me rendre visite  à la maison en respectant la distanciation et port de masque,"Concernant les **lieux de cultes**, tous les rassemblements religieux de quelque confession que ce soit devront idéalement être suspendus, à moins d'être essentiels. Dans ce cas, la distanciation physique devra être obs"
Feedback,0,dfsadfsadfsadfsadf,"Concernant les **lieux de cultes**, tous les rassemblements religieux de quelque confession que ce soit devront idéalement être suspendus, à moins d'être essentiels. Dans ce cas, la distanciation physique devra être obs"
Feedback,0,j'ai 72 ans je vais aller à la pêche au quebec avec un ami de  63 ans en camion est ce possible,Consultez la politique de la plateforme d’hébergement collaboratif en question. La plupart ont convenu de mesures de soutien en lien avec la crise sanitaire actuelle ou prévoient des clauses pour force ma
Feedback,0,co-voiturage,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,0,"j,ai 80 ans je peux prendre  ma voiture  faire un  tour sans debarquer",Consultez la politique de la plateforme d’hébergement collaboratif en question. La plupart ont convenu de mesures de soutien en lien avec la crise sanitaire actuelle ou prévoient des clauses pour force ma
Feedback,0,formation professionnel cmm ,"Lorsque les milieux de stage ont confirmé la continuité de leurs services, que les étudiants évoluent dans un endroit où les consignes de la Santé publique sont respectées et que les étudiants peuvent réaliser leur stage, par exemple en recourant au télétravail, les stages sont possibles. Cependant, aucun étudiant ne peut être pénalisé en raison de son incapacité à répondre aux exig"
Feedback,0,la pêche est ouverte ?,"Les dates pour l’ouverture des saisons de chasse et de pêche sont maintenues, mais les amateurs de chasse et de pêche seront tenus de respecter les interdictions gouvernementales. Ainsi, ils devront se conformer en tout temps aux directives et recommandations de la Direction nationale de la santé publique visant à endiguer l’épidémie de COVID-19, notamment : *   Éviter de se déplacer d’une région ou d’une ville à l’autre, sauf en cas de nécessité. Les déplacements en lien avec les loisirs ne son"
Feedback,0,puis-je aller à l'école,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,0,sports,"Oui, il est recommandé d’élaborer un plan particulier d’intervention en cas d’épidémie ou de pandémie. Le ministère des Affaires municipales et de l’Habitation a préparé un guide pour soutenir le milieu municipal à cet égard : *   [Guide pour l’élaboration d’un Plan particulier d’intervention en cas d’épidémie et de pandémie à l’intention des municipalités (PDF 1,14 Mo)](https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/affaires-municipales/publications-adm/documents/COVID-19/covid19_guide_aux_m"
Feedback,0,Les stages pour étudiant,"Lorsque les milieux de stage ont confirmé la continuité de leurs services, que les étudiants évoluent dans un endroit où les consignes de la Santé publique sont respectées et que les étudiants peuvent réaliser leur stage, par exemple en recourant au télétravail, les stages sont possibles. Cependant, aucun étudiant ne peut être pénalisé en raison de son incapacité à répondre aux exig"
Feedback,0,peut on faire du co voiturage ,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,0,j'ai 82 ans  je peux prendre ma voiture pour aller  faire tour  sans debarquer de ma voiture,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,0,est-ce que je peux louer motel ma maison n'est pas prête pour le 29 mai,Consultez la politique de la plateforme d’hébergement collaboratif en question. La plupart ont convenu de mesures de soutien en lien avec la crise sanitaire actuelle ou prévoient des clauses pour force ma
Feedback,0,salon de toilettage,Il n’existe actuellement aucune preuve suggérant que la nourriture est une source ou une voie probable de transmission de la COVID-19. Le lavage usuel des fruits et légumes et l’application des bonnes pratiques de préparation d’aliments sont toujours recomm
Feedback,0,i would like to go to a mass,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,0,attends le droit d'aller faire un tour chez quelqu'un,"Si vous ou votre enfant avez des irritations de la peau ou une réaction allergique ou inflammatoire de la peau lorsque vous vous lavez les mains avec du gel hydroalcoolique, veuillez cesser l’utilisation de ce produit. Utilisez plutôt de l’eau et du savon pour vous laver les mains. Le lavage fréquent des mains et le lavage des mains avec du gel hydroalcoolique peuvent causer une sécheresse de la peau. Afin de prévenir cette sécheresse, il est recommandé d’appliquer de la crème hydratante sur les"
Feedback,0,est ce que 5 personnes ne vivant pas au même toit peuvent se rassembler à 2 mètres de distance ,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
Feedback,0,combien de personne ont droit d'être dans la voiture en même temps,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,0,what is covid ,"Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
Feedback,0,Reset the conversation,"Oui, en cas de nécessité. Cependant, dans la mesure du possible, il est préférable d’éviter de les amener à l’intérieur des comm"
Feedback,0,suis-je malade?,"Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
Feedback,0,i would like to go to a mass,"Concernant les **lieux de cultes**, tous les rassemblements religieux de quelque confession que ce soit devront idéalement être suspendus, à moins d'être essentiels. Dans ce cas, la distanciation physique devra être obs"
Feedback,0," nous sommes de mtl, et voulons aller a notre club de chasse qui est dans une autre region, pouvons nous y aller.",Les établissements de santé tolèrent les visites en cas de situations exceptionnelles ou humanitaires. Le gouvernement du Québec interdit les visites non essenti
Feedback,0,"j'ai des symptômes, je dois appeler quel numéro?","Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
Feedback,0,ma mère a 72ans et ça fait plus de 2mois que je l’ai pas vu elle habite à 15 min de chez nous est-ce maintenant est permis de la rendre visite ,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,0,Est-ce que je peux voir ma blonde,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,0,Comment protéger mes passagers et moi-même lorsqu'ils montent dans mon taxi?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,0,quelle est la température critique?,"Le coronavirus (COVID‑19) peut vivre sur les objets et surfaces. Sa durée de vie est de : *   3 heures sur les objets avec surfaces sèches; *   6 jours sur les objets avec surfaces humides. Il est donc important que vous laviez les comptoirs, les lavabos, les poignées de porte et toutes les surfaces fréquemment touchées par les mains. Le nettoyage et la désinfection sont très efficaces pour éliminer le virus. *   Pour nettoyer, utilisez de l’eau et du savon ou des produits de nettoyage a"
Feedback,0,"pas de trans port en commun dans ma region , le covoiturage est il possible ?","Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,0,c'est quoi le covid,"En décembre 2019, l'Organisation mondiale de la Santé a été alertée de plusieurs cas de pneumonie à Wuhan, en Chine. Le virus responsable de la maladie ne correspondait à aucun autre virus connu. Le 7 janvier 2020, la Chine a confirmé avoir détecté un nouveau virus de la famille des coronavirus responsable de cette nouvelle maladie nommée la COVID‑19. Pour en savoir plus, consultez la page sur la [Situation du coronavirus (COVID‑19) au Québec](https://www.quebec.ca/sante/problemes-de-sante/a-z/c"
Feedback,0,toilettage,"Les établissements des secteurs économiques suivants pourront rouvrir : *   l’ensemble des secteurs de l’industrie de la construction; *   les commerces de détail (établissements avec un accès extérieur habituellement utilisé par la clientèle) ainsi que leur chaîne d’approvisionnement; *   les entreprises du secteur manufacturier. Pour connaître les dates et modalités encadrant ces réouvertures, consultez la page [Reprise graduelle des activités en lien avec les mesures de ralentissement de la C"
Feedback,0,What's the covid?,"Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
Feedback,0,entre voisin est -il permis pour commision,"Si vous ou votre enfant avez des irritations de la peau ou une réaction allergique ou inflammatoire de la peau lorsque vous vous lavez les mains avec du gel hydroalcoolique, veuillez cesser l’utilisation de ce produit. Utilisez plutôt de l’eau et du savon pour vous laver les mains. Le lavage fréquent des mains et le lavage des mains avec du gel hydroalcoolique peuvent causer une sécheresse de la peau. Afin de prévenir cette sécheresse, il est recommandé d’appliquer de la crème hydratante sur les"
Feedback,0,"bonjour  je suis de la region de l estrie, j ai une terre a bois ",Consultez la politique de la plateforme d’hébergement collaboratif en question. La plupart ont convenu de mesures de soutien en lien avec la crise sanitaire actuelle ou prévoient des clauses pour force ma
Feedback,0,"mon mari et moi sommes âgés de 77 et 82 ans respectivement. nous respectons à la lettre la consigne de rester chez nous, sauf pour nos marches quotidiennes. nous sommes en excellente santé, pouvons-nous maintenant aller visiter notre fille à repentigny et nous asseoir sur sa terrasse en respectant les 2 mètres de distanciation?","Il est possible d’aller livrer de l’épicerie à une personne âgée ou une personne ayant un système immunitaire affaibli uniquement si vous ne présentez aucun symptôme et ne revenez pas de voyage depuis moins de 14 jours. En tout temps, il importe de conserver une distance entre les personnes, d’éviter les contacts directs et de respecter les règles d’hygiène habituelles lorsque vous toussez ou éte"
Feedback,0,a73 ans puis-je aller à la saq?.,Consultez la politique de la plateforme d’hébergement collaboratif en question. La plupart ont convenu de mesures de soutien en lien avec la crise sanitaire actuelle ou prévoient des clauses pour force ma
Feedback,0,enfants chez leur père,"Il est possible d’aller livrer de l’épicerie à une personne âgée ou une personne ayant un système immunitaire affaibli uniquement si vous ne présentez aucun symptôme et ne revenez pas de voyage depuis moins de 14 jours. En tout temps, il importe de conserver une distance entre les personnes, d’éviter les contacts directs et de respecter les règles d’hygiène habituelles lorsque vous toussez ou éte"
Feedback,0,est-ce que je peux avoir un passager dans ma voiture,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,0,est ce que je peux me deplacer entre monteregie et estrie,Consultez la politique de la plateforme d’hébergement collaboratif en question. La plupart ont convenu de mesures de soutien en lien avec la crise sanitaire actuelle ou prévoient des clauses pour force ma
Feedback,0,travail à distance,"Les établissements des secteurs économiques suivants pourront rouvrir : *   l’ensemble des secteurs de l’industrie de la construction; *   les commerces de détail (établissements avec un accès extérieur habituellement utilisé par la clientèle) ainsi que leur chaîne d’approvisionnement; *   les entreprises du secteur manufacturier. Pour connaître les dates et modalités encadrant ces réouvertures, consultez la page [Reprise graduelle des activités en lien avec les mesures de ralentissement de la C"
Feedback,0,puis-je coucher à mon chalet,Consultez la politique de la plateforme d’hébergement collaboratif en question. La plupart ont convenu de mesures de soutien en lien avec la crise sanitaire actuelle ou prévoient des clauses pour force ma
Feedback,0,"bonjour, je suis toiletteurs et j'aimerais savoir quand je pourrai reprendre mes activités?","Pour outiller les secteurs offrant des services et activités prioritaires dans la mise en place de mesures de prévention, l’Institut national de santé publique du Québec (INSPQ) a produit différentes recommandations intérimaires. Celles-ci présentent des mesures à appliquer afin de protéger la santé de ceux qui fréquentent ces milieux de travail. Ces documents sont disponibles [sur le site de l’INSPQ](http://www.inspq.qc.ca/covid-19/sante-au-travail) . Des outils à l’attention des établissements"
Feedback,0,je recommence le travail jeudi et j'ai des symptômes de rhume,"Les employeurs sont invités à faire preuve de souplesse dans les horaires de travail de leur personnel, de façon, par exemple, à limiter les foules présentes dans le transport en commun aux heures de pointe. Dans l’objectif d’éviter d’engorger les hôpitaux, le gouvernement du Québec demande aux employeurs de ne pas demander de billets de médecin à leur personnel devant se placer en isolement. Lorsque possible, les employeurs sont également invités à favoriser le télétr"
Feedback,0,Est-ce que je peux amener les enfants avec moi pour faire les courses?,"Oui, en cas de nécessité. Cependant, dans la mesure du possible, il est préférable d’éviter de les amener à l’intérieur des comm"
Feedback,0,mes enfants peuvent t'il jouer avec leurs amis?,"Si vous ou votre enfant avez des irritations de la peau ou une réaction allergique ou inflammatoire de la peau lorsque vous vous lavez les mains avec du gel hydroalcoolique, veuillez cesser l’utilisation de ce produit. Utilisez plutôt de l’eau et du savon pour vous laver les mains. Le lavage fréquent des mains et le lavage des mains avec du gel hydroalcoolique peuvent causer une sécheresse de la peau. Afin de prévenir cette sécheresse, il est recommandé d’appliquer de la crème hydratante sur les"
Feedback,0,passagers voiture,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,0,peut on faire du covoiturage,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,0,comment puis-,*   [Soutenir le réseau de la santé](https://jecontribuecovid19.gouv.qc.ca/)  *   [Participer à une étude clinique pour le traitement des personnes testées positives à la COVID-19](https://www.colcorona.org/)  *   [Soutenir le réseau des services de garde éducatifs à l'enfance](https://www.quebec.ca/famille-et-soutien-aux-personnes/servicesgardeeducatifsenfance-covid19/#c58397) *   [Donnez du sang](https://www.hema-quebec.qc.ca/index.fr.html)  *   [Devenir bénévole](https://www.jebenevol
Feedback,0,"bonjour, est-ce qu'un masque de carton me protège contre la covid-19?","Le port du couvre-visage est recommandé dans les lieux publics lorsque la distanciation physique n'est pas possible. Cela peut se produire, par exemple, en se rendant à l’épicerie ou en prenant le transport en commun. Le port du couvre-visage dans les lieux publics doit obligatoirement s’accompagner des autres mesures de protection, comme l’application des mesures d’hygiène et de distanciation physique. Pour en savoir plus, consultez la section [Consignes sanitaire pour tous](https://www.quebec."
Feedback,0,j'ai 71 ans puisje aller aider ma sœur en ontario,80 % des personnes infectées guérissent sans traitement particulier. Il existe des groupes de personnes à risque de décéder à la suite des complications respiratoires graves si elles sont infectées par le coronavirus. Il pourrait s’agir d’une pneumonie ou d’un syndrome respiratoire aigu. **Les personnes infectées au coronavirus (COVID-19) à risque de décès sont :** *   les personnes âgées de 70 ans et plus; *   les personnes avec les conditions suivantes :     *   maladies chroniques cardiaques;
Feedback,0,covoiturage permis,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,0,c’est quoi le covid-19 covid-19,"En décembre 2019, l'Organisation mondiale de la Santé a été alertée de plusieurs cas de pneumonie à Wuhan, en Chine. Le virus responsable de la maladie ne correspondait à aucun autre virus connu. Le 7 janvier 2020, la Chine a confirmé avoir détecté un nouveau virus de la famille des coronavirus responsable de cette nouvelle maladie nommée la COVID‑19. Pour en savoir plus, consultez la page sur la [Situation du coronavirus (COVID‑19) au Québec](https://www.quebec.ca/sante/problemes-de-sante/a-z/c"
Feedback,0,can i carpool to work with a coworker ,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,0,symptomes de rhume et reprise du travail,"Les établissements des secteurs économiques suivants pourront rouvrir : *   l’ensemble des secteurs de l’industrie de la construction; *   les commerces de détail (établissements avec un accès extérieur habituellement utilisé par la clientèle) ainsi que leur chaîne d’approvisionnement; *   les entreprises du secteur manufacturier. Pour connaître les dates et modalités encadrant ces réouvertures, consultez la page [Reprise graduelle des activités en lien avec les mesures de ralentissement de la C"
Feedback,0,peut on louer un chalet a long terme,Consultez la politique de la plateforme d’hébergement collaboratif en question. La plupart ont convenu de mesures de soutien en lien avec la crise sanitaire actuelle ou prévoient des clauses pour force ma
Feedback,0,Où dois-je appeler pour dénoncer un rassemblement ?,"Il est demandé aux citoyens de ne pas composer le 911 pour dénoncer un rassemblement afin d’éviter d’engorger les lignes téléphoniques des centres d'urgence 911. Si vous êtes témoin d’une situation sérieuse qui nécessite une intervention policière, vous pouvez communiquer avec le [service de police qui dessert votre territoire](https://www.securitepublique.gouv.qc.ca/police/bottin.html) . La sensibilisation et l’information sont les approches privilégiées par l’ensemble des corps policiers au Qu"
Feedback,0,comment savoir si j'ai la covid-19,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
Feedback,0,est-ce que je peux me faire un masque?,"Le port du couvre-visage est recommandé dans les lieux publics lorsque la distanciation physique n'est pas possible. Cela peut se produire, par exemple, en se rendant à l’épicerie ou en prenant le transport en commun. Le port du couvre-visage dans les lieux publics doit obligatoirement s’accompagner des autres mesures de protection, comme l’application des mesures d’hygiène et de distanciation physique. Pour en savoir plus, consultez la section [Consignes sanitaire pour tous](https://www.quebec."
Feedback,0,passagers voiture,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,0,le monde ont il le droit de faire un encan (vaches ou boeufs),"Concernant les **lieux de cultes**, tous les rassemblements religieux de quelque confession que ce soit devront idéalement être suspendus, à moins d'être essentiels. Dans ce cas, la distanciation physique devra être obs"
Feedback,0,chalet frère,"Il est possible d’aller livrer de l’épicerie à une personne âgée ou une personne ayant un système immunitaire affaibli uniquement si vous ne présentez aucun symptôme et ne revenez pas de voyage depuis moins de 14 jours. En tout temps, il importe de conserver une distance entre les personnes, d’éviter les contacts directs et de respecter les règles d’hygiène habituelles lorsque vous toussez ou éte"
Feedback,0,can i visit montréal?,80 % des personnes infectées guérissent sans traitement particulier. Il existe des groupes de personnes à risque de décéder à la suite des complications respiratoires graves si elles sont infectées par le coronavirus. Il pourrait s’agir d’une pneumonie ou d’un syndrome respiratoire aigu. **Les personnes infectées au coronavirus (COVID-19) à risque de décès sont :** *   les personnes âgées de 70 ans et plus; *   les personnes avec les conditions suivantes :     *   maladies chroniques cardiaques;
Feedback,0,j'habite laval et je dois retourner travailler. est-ce que ma garderie sera ouverte?,"Seuls les travaux en vue de la prise de possession d’une unité d’habitation résidentielle sont permis. Par ailleurs, la location de chalets et autres habitations de villégiature semblables n’est toujours pas permise. Par « prise de possession », on en"
Feedback,0,danser à l'extérieur,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
Feedback,0,peut on louer un chalet a long terme,"*   Les hôtels et les motels. *   Les campings désignés pour l’accueil des _snowbirds_, lesquels sont répertoriés sur le site de Camping Québec. Tous les terrains de camping doivent demeurer fermés, à l’exception des terrains qui accueillent les _snowbirds_ n’ayant pas d’autre option de logement en sol québécois. Pour accueillir ces derniers, le camping doit offrir les trois services (eau, électricité, égout) afin de s’assurer que le campeur peut demeurer en confinement obligatoire pendant 14 jo"
Feedback,0,est on obliger de mettre un mask,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,0,Quels sont les emplois visés par les services essentiels?,Consultez la [liste des services et activités prioritaires](https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/fermeture-endroits-publics-commerces-services-covi
Feedback,0,"bonjour, je suis asthmatique. asthme contrôlé. est-ce que je devrais rester en télétravail, comme je le suis depuis le début de la pandémie?","Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
Feedback,0," nous sommes de mtl, et voulons aller a notre club de chasse qui est dans une autre region, pouvons nous y aller.","Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,0,"je suis diabétique, suis-je à risque","Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
Feedback,0,attente de résultats ,"Oui, il est recommandé d’élaborer un plan particulier d’intervention en cas d’épidémie ou de pandémie. Le ministère des Affaires municipales et de l’Habitation a préparé un guide pour soutenir le milieu municipal à cet égard : *   [Guide pour l’élaboration d’un Plan particulier d’intervention en cas d’épidémie et de pandémie à l’intention des municipalités (PDF 1,14 Mo)](https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/affaires-municipales/publications-adm/documents/COVID-19/covid19_guide_aux_m"
